From,To,Cost
129,135,7.83884518640153
129,344,8.16453310616799
129,453,4.2865341859869766
129,317,3.393663964954939
129,167,9.76197429627455
129,129,7.842695466721662
129,49,8.888935918681995
129,307,2.098736814940259
129,18,8.625387617015468
129,498,6.349395452136153
129,42,7.871190605923927
129,73,2.4680410907295967
129,451,6.286640140183263
129,143,4.051557224712171
129,431,6.738831797632429
129,168,4.368459930527767
129,33,3.278607422280246
129,339,7.060094474973338
129,357,4.89478307392738
129,188,3.063530426575831
129,39,5.295451714638388
129,162,8.44942747737821
129,169,4.7324318703153665
129,473,3.664788579898376
129,28,1.1805293685313152
129,55,7.9339895276717485
129,491,9.466110301812975
129,68,9.924680946405823
129,386,7.743232671473245
129,395,6.127370463415513
129,2,7.852273658530144
129,455,3.1130582411829533
129,444,3.639549354745728
129,478,4.945240801431096
129,380,8.09125022140098
129,273,3.7469183573180107
129,189,8.112613741752947
129,353,7.948446802471037
129,161,4.052656507060762
129,414,2.621281358241365
129,489,1.266660727198194
129,487,1.9689732601026548
129,235,1.884304142531214
129,425,1.1317411356225178
129,439,7.691211878693785
129,5,4.371309874603695
129,276,7.389305598552378
129,398,1.5388809056798842
129,8,7.206316973051725
129,170,6.520164518917921
129,24,4.887899311347102
129,287,8.020685544031203
129,32,7.70050849747366
129,230,3.419928439503661
129,191,6.13766549507452
129,153,5.810098329814901
129,306,8.826508110132785
129,402,6.734252756554168
129,218,2.4141680810705806
129,152,5.591290956220542
129,293,9.662536571477403
129,133,3.5951303996697463
129,178,6.810499170347205
129,385,3.0265303213686563
129,179,3.1318769337961387
129,440,8.681428879699036
129,90,6.277909849047447
129,342,7.821230914165298
129,30,2.7791247041746776
129,314,8.769333329294293
129,449,7.2149340217933675
129,246,7.2949073876957815
129,272,9.090241260722879
129,185,1.1200725796419253
129,391,2.445511586796127
129,249,1.8896924519293017
129,171,9.355459117276613
129,124,5.630387634831165
129,310,2.750611557533312
129,26,1.8727942352290718
129,403,2.4751630515488676
129,411,7.014430914332226
129,108,9.639306181712715
129,126,1.2976983062826275
129,172,3.3248934997013238
129,321,5.4145156555805265
129,69,6.523476447587321
129,370,1.6842725193625259
129,298,3.600159008095646
129,356,4.837861159295379
129,147,8.709908160999202
129,283,5.368262386230779
129,281,5.808955783905825
129,54,9.598769887298767
129,219,6.0651003624702975
129,427,7.286854784222127
129,424,3.2736768605408804
129,312,3.1951928850175286
129,78,9.370317001737938
130,335,2.678354748202846
190,130,9.364967706431878
130,460,2.32727001602479
130,16,8.046344543247379
130,318,7.228096044270929
130,357,3.057219579551446
130,55,8.781298282775051
130,89,6.748369893388386
130,34,2.5510658726102204
130,79,4.810699374296684
130,172,5.179328492055327
130,73,5.633842824089477
130,328,3.549184306842662
130,490,9.097113548288679
130,273,2.2928220313944108
130,64,8.94482575627595
130,11,2.952318343149222
130,84,7.406989796421339
130,240,8.552476073647536
130,294,8.560361970899727
130,424,6.60312360074144
130,242,2.604542076143545
130,461,9.521304864079562
130,191,2.5338103612421037
130,61,6.754378716695908
130,429,4.14293112102404
130,332,2.66199668935487
130,181,3.7350330884150487
130,123,2.1851357697770695
130,430,6.445774934913707
130,4,8.52700181214513
130,383,2.210999194836197
130,390,2.84505258542402
130,82,2.2831776274714755
130,138,9.595599483935302
130,324,4.900383880475774
130,393,3.026294701823064
130,92,2.5468765664641784
130,316,9.26120835814216
130,12,5.06086698036781
130,103,5.7904447840397495
130,321,3.7537373547287265
130,152,8.772128419319614
130,398,8.123131303354313
130,252,1.571620209150279
130,229,4.594340464409525
130,339,4.305346386694957
130,464,7.807263813860077
130,230,9.81308628481942
130,401,5.376793008004175
130,142,8.87653105874205
130,444,7.647271293080549
130,360,7.003560750908554
130,416,4.231178020926617
130,472,3.5144855506754302
130,483,2.339416931567233
130,160,5.222815557039943
130,72,3.4575967873568896
130,456,2.047464011828412
130,2,6.014956366309078
130,373,1.955406230344832
130,216,7.034713646064806
130,374,1.9556477797281773
130,62,2.938688433157002
130,362,8.00867301271754
130,496,1.501529428620024
130,9,5.574915626853979
130,256,5.070953109977806
130,282,8.53440574511367
130,473,2.8381208753654437
130,367,8.607837864373185
130,148,6.756500350993551
130,418,4.1823752418446425
130,275,4.7473588641322895
130,186,8.326637555148821
130,106,6.254362037646787
130,137,3.9720468971120027
130,162,4.981880902634361
130,132,9.560445762442216
130,170,6.456986671196869
130,421,9.506400394063064
130,283,1.901074431719807
130,10,1.9757564421965967
130,409,2.4027670601761657
130,270,9.860167183146515
130,359,6.343614109583482
130,158,2.128428436037084
130,189,8.245744815160574
130,455,7.09702056925844
130,7,9.533097179469461
130,164,5.2533451776554285
130,402,5.805919249581036
130,173,5.931932040754093
130,32,8.32421197309651
130,145,7.724716468658444
130,113,6.413775384495917
130,368,1.5864332717640814
130,476,5.804267905488535
130,415,8.476463031970104
130,221,8.440523594568779
130,279,3.5130857204389003
130,183,7.9764148790699485
130,312,1.0112507038692975
130,120,6.916426354545574
130,266,7.9397358733072165
130,5,5.789139776422813
130,276,6.036125256141409
130,399,1.807022839179338
130,345,9.310057134546293
130,169,7.288321882619261
130,243,4.139761570123105
130,74,2.378254788885229
130,407,6.844169292919773
130,303,1.4158310784114125
130,17,1.2267684167561987
130,336,6.015878594190163
130,446,9.324154374316437
130,395,1.7960309991918064
130,116,5.220667909355276
130,27,9.8282755417996
130,493,4.258007657146152
130,437,3.377168182289201
130,428,1.7036917733305033
130,0,9.90898320151549
130,462,3.9954096267687316
130,352,2.527210553512082
130,333,5.715604267584541
130,40,5.430427992707449
130,151,1.4058464264443584
130,426,3.396669631977897
130,465,6.4229452474352104
130,348,8.132350399969727
130,187,9.6233980568354
130,438,7.887750727569182
130,479,2.2235670706653665
130,481,5.886154020465953
130,291,3.209537566493957
130,29,6.370265540616512
130,342,5.29612665016794
130,404,3.7649618651401515
130,349,8.8074904270272
130,115,4.493441610604036
130,344,2.1416086034539203
130,6,3.034002011792937
130,278,7.452115816061808
130,427,4.559329082093905
130,112,3.8434810887809006
130,60,8.75373654915456
130,474,4.940307438282722
130,410,2.049563553268017
130,65,4.608648285928895
130,264,8.145831860286197
131,35,4.005987760080727
479,131,7.583410623414887
131,16,4.612907690891575
131,404,9.335864774831062
131,151,2.280012503603396
131,65,4.424048407134279
131,303,7.5836302897622465
131,493,6.948464895884269
131,238,5.995527259778161
131,210,1.402997574030378
131,405,4.432828675581163
131,130,5.165695426686545
131,451,2.436305485251259
131,440,7.444763723727463
131,45,2.747656526080185
131,371,1.0896845267008801
131,102,1.1493789680459123
131,483,2.74193310592615
131,31,7.621672501603509
131,446,3.125924258911976
131,370,1.2101412497907877
131,1,9.87279494781154
131,267,2.4619565346045476
131,183,8.55328118409983
131,208,2.578802665464821
131,82,8.447206220830344
131,287,1.8054346936825265
131,5,2.95073573204078
131,157,7.229197963058188
131,308,3.9288109626659127
131,188,3.9071055578299356
131,393,9.880846939410475
131,93,7.083107815529161
131,412,4.344526994119063
131,491,4.08201807915398
131,173,2.216858642071308
131,476,4.547804571395991
131,58,9.006168650210665
131,41,8.676556732754477
131,430,2.3120390162018265
131,200,1.7361786735545772
131,258,6.5957117337088205
131,306,6.809905049572866
131,203,8.48878136107554
131,184,4.226529611303124
131,148,3.4649876481652817
131,120,3.163690645732254
131,223,7.711656446803364
131,420,5.757945529537835
131,312,8.517650040992004
131,498,3.6308966613386797
131,243,2.277851442211275
131,253,4.261255639527791
131,379,2.3469495761466668
131,55,8.845058322575994
131,60,8.948278619684762
131,133,7.250622491766652
131,474,8.402641676288614
131,366,4.518875771482453
131,129,5.0694402811282755
131,279,6.32868032901793
131,294,9.522433207730263
131,290,4.905235871689625
131,198,5.067736307934687
131,469,5.629127924877236
131,400,6.280737321212188
131,346,3.22592703738738
131,263,3.975335234822831
131,63,7.026723001988106
131,478,2.6415692079096487
131,246,7.653388843625523
131,492,9.91143932960386
131,429,9.493107815427251
131,324,1.8242059077729487
131,170,1.2982470392780638
131,79,7.998822320298289
131,344,2.4680680413481766
131,19,9.206167361538002
131,147,6.7043017401958025
131,81,6.280716630772454
131,302,6.439144599646088
131,300,6.997445792890495
131,292,5.193308904461093
131,365,9.196395241383236
131,209,4.606123895165977
131,268,6.042186534003603
131,407,7.481414752368518
131,7,2.931624041795425
131,214,5.078989954838812
131,71,5.828489759679833
131,44,7.468379275018542
131,460,8.43551649905509
131,249,1.8326708616455303
131,54,1.8381234884685091
131,18,7.801683682171595
131,280,2.998569820455892
131,441,8.323189232147165
131,213,8.45075814030331
131,388,1.4361975971700378
131,276,2.9450752238972515
131,228,6.62179243846823
131,32,2.6651978779179135
131,419,2.4657384024290425
131,230,1.2941133154687767
131,95,1.2068942050139886
131,0,3.1923982268427302
131,172,5.242491643502133
131,46,2.231550726591874
131,449,9.651973181146346
131,154,3.7447078858800755
131,265,2.118812905050148
131,410,4.456325420858999
131,232,8.104843365739324
131,466,2.740881841566379
131,139,9.28483210633278
131,289,8.505247343965046
131,205,1.5106529310776506
131,269,9.136109581383726
131,135,4.243536288629324
131,199,9.507862689099872
131,357,8.478803247848985
131,72,7.349832960629976
131,126,4.901970060204345
131,283,1.1198686125914359
131,252,2.410794034261836
131,212,3.053423248310257
131,43,5.198193932923788
131,191,6.850123332261535
131,35,2.8685981526771
131,452,8.129584793204128
131,369,4.3151423729134954
131,323,4.644155918830739
131,90,1.584620856556311
131,122,1.6735080505476543
131,332,8.025781908523534
131,162,2.348546188956234
131,161,3.2973023354551274
131,177,9.938956940484525
131,164,6.168313552388129
131,338,9.845043822911165
131,118,6.5859547436875285
131,149,6.610484358079671
131,59,7.583868474934504
131,383,9.575521396611204
131,107,5.279030999505346
131,36,4.376361672659853
131,150,3.2309381010188245
131,297,1.3372066821658235
131,13,9.982531224950785
131,391,6.973438279043656
131,475,2.6399601003072988
131,311,8.710510452500985
132,55,4.759689412321414
499,132,8.274738980688674
132,462,3.7758310355180957
132,354,4.899904555217001
132,166,9.664038244750184
132,48,8.283714532997127
132,129,9.710514877230507
132,98,8.729802137396675
132,490,6.284437964109854
132,32,4.32107877785111
132,217,2.8582927690304296
132,412,6.733792300965231
132,171,8.533874660280407
132,152,2.1929466584582924
132,71,1.2528832240337708
132,361,6.837197000848073
132,421,5.7468554025581655
132,433,2.9424341549499147
132,435,2.3117787968140915
132,278,5.4002587465385625
132,387,1.9423306916442002
132,74,4.045674518610294
132,37,3.3704094278140277
132,396,2.7539206320383514
132,370,8.455339931633205
132,280,2.106871734089417
132,294,7.564630455178776
132,204,3.74764797921321
132,288,9.732440423916463
132,168,3.9775036405220345
132,91,7.148124940731206
132,135,1.1988436821530302
132,313,8.4128896903642
132,8,9.346938050085509
132,304,7.382786690465965
132,60,7.310902422222056
132,325,3.512315187714094
132,23,6.483224758926734
132,259,8.130227483885797
132,389,5.8154206465473095
132,50,9.39725060156841
132,34,6.818401779110939
132,286,4.29019318857026
132,63,5.7922347561683285
132,310,2.3683024488385422
132,114,9.526370399238619
132,337,9.203311430345174
132,449,1.0752125760238482
132,233,6.563319906519214
132,447,6.6330042001973535
132,398,1.8181993045858782
132,317,4.5253893239899
132,493,9.60348755622505
132,300,4.680031345235237
132,408,9.61650762186404
132,31,1.1301636285290686
132,214,7.706227487836624
132,453,2.05873043130456
132,489,9.87634144695558
132,377,3.866758247180502
132,357,1.0989078008364261
132,266,8.130039015504224
132,379,3.2822243261336306
132,113,6.36218799073588
132,182,2.7831388168068965
132,234,1.6350001227275135
132,299,5.957361607549116
132,352,2.0639705182218644
132,249,9.0977669412767
132,149,9.694503576861372
132,303,2.064772070007397
132,225,2.854955891391904
132,243,7.764520851454137
132,177,8.735071555354308
132,13,9.104350106422633
132,441,7.616467933889996
132,428,1.0034202904969978
132,77,5.349175930402857
132,57,8.398280117032883
132,256,4.844228041658969
132,427,3.0935159355422845
132,4,3.75775981140831
132,467,6.119383563857211
132,99,7.453624759338034
132,127,7.094821111755161
132,414,5.6565287905506905
132,246,7.945791428617731
132,68,1.1117224874351113
132,466,3.4929072219023136
132,368,4.381120254198521
132,67,5.004777179060127
132,252,2.9515754774768403
132,312,4.255732318605817
132,155,1.1643711608239995
132,87,1.5194492816277911
132,201,8.594264187891422
132,443,5.81507693151728
132,30,9.736158400460159
132,186,9.920631733378386
132,39,3.224879742710102
132,106,6.852028859384936
132,138,4.828515629427068
132,73,4.875553004688836
132,405,9.166915169575157
132,86,4.209836202795437
132,47,9.71657163770126
132,245,2.715317311831912
132,101,5.920290196694812
132,332,1.554352335565187
132,273,8.967936068607386
132,124,6.6729818221623125
132,11,4.216584477573031
132,407,5.957414834896421
132,134,8.041455114940696
132,53,2.1623137478877528
132,12,4.5068978518112495
132,25,5.422831659582027
132,353,7.555306711891695
132,111,1.9445828738311541
132,380,8.83741692435498
132,146,7.05667851117272
132,196,4.15497555070543
132,43,3.3811365841863608
132,161,2.1126053806585956
132,167,6.161900024183146
132,309,5.561711254602336
132,202,3.4804257512832733
132,187,9.964878407529213
132,371,7.500634350184907
132,338,4.4891529307664
132,26,9.70399123777053
132,270,4.040280890599982
132,29,8.122511408133597
132,16,3.9180769856716164
132,59,7.929856331103664
132,486,1.9400539281362417
132,419,1.2324933461620646
132,239,4.414786880346746
132,5,2.9824543021009635
132,130,4.713297581425422
132,451,4.762938607888269
132,319,3.730699267636772
132,147,7.575483396334075
132,120,9.71037926289837
132,193,9.373593045869193
132,355,3.170022503310075
132,269,5.016597664687055
132,191,2.8924294107017423
132,418,5.94965679231042
132,434,8.617448247282809
132,230,9.224714471759086
132,85,2.1067958831651588
133,464,2.617704708208989
440,133,6.673173067422238
133,453,6.024100116255792
133,301,9.155621053062411
133,74,3.4984350545596548
133,340,8.817672486095846
133,386,9.018022448180362
133,47,8.71132388107267
133,189,3.6776417594887385
133,193,3.499245371362079
133,472,4.883800351750558
133,319,6.376333518802608
133,166,8.119996827342714
133,491,7.151542080645147
133,280,8.460428745104384
133,216,5.241074743974753
133,494,7.334385438422942
133,480,7.714700749784724
133,11,8.451076408961615
133,242,1.6208058283965388
133,94,8.443992304176641
133,98,6.77437598715873
133,134,4.433609461717161
133,212,3.6736765956809334
133,73,6.203954079175862
133,284,9.623463607708736
133,384,7.9475358101221225
133,240,9.611913221153966
133,217,7.665127852765655
133,451,6.081906423248532
133,273,1.2230406780292942
133,185,4.416273084029225
133,245,1.0633765785391058
133,153,8.492572890393337
133,247,3.526422104476871
133,221,2.87596870525417
133,227,5.661605023052067
133,131,2.589513544841351
133,412,2.1237176085150598
133,226,5.1655077640097495
133,331,2.359502594055109
133,251,3.417420382558186
133,478,8.468371142379555
133,3,7.800669990282263
133,127,1.28929802261622
133,428,1.1310590804159832
133,235,2.4868842589259597
133,325,3.564649943560622
133,469,3.18166863049712
133,167,5.380478751898072
133,486,5.766487221741457
133,37,7.042401254823055
133,151,2.5946609687824758
133,383,2.7393596703768015
133,65,7.982766881405608
133,288,3.2432028865309728
133,87,3.291376895893306
133,290,9.863420513687593
133,174,9.71504780250621
133,263,8.191158085444922
133,365,8.65967388548559
133,255,2.7684868870458206
133,371,1.8650101457820458
133,41,3.9358101615373178
133,123,5.834587937452545
133,489,3.712071518442965
133,209,3.5910236547272136
133,163,1.9641168688055735
133,210,1.5098297924916553
133,239,6.248243340661408
133,102,5.811057028230052
133,168,4.569729060743392
133,312,4.134232967043896
133,27,2.649191085845964
133,476,5.707361455819481
133,275,6.273577984787115
133,321,2.690617527798703
133,208,1.188193763731797
133,126,1.9164454086039253
133,203,7.016223498547754
133,408,2.5376406207027458
133,343,3.226859594919447
133,1,4.529880677686588
133,300,7.862266076376473
133,442,2.389095589750231
133,130,6.464408963924311
133,230,2.253710906804672
133,228,1.22120728497691
133,487,1.966172297406143
133,404,1.8591473045879563
133,201,2.7589365398371184
133,479,6.384137870649392
133,450,3.3402646032988867
133,253,2.690104090374627
133,6,9.49859593062871
133,120,1.4835329141864324
133,244,8.176918288626382
133,78,7.809595900729787
133,374,2.1858306974478103
133,274,8.963118604417588
133,456,4.927362429210597
133,387,8.427988417138689
133,99,2.962949670774435
133,97,1.4619353000532738
133,317,1.3270248514583143
133,128,2.131820100501038
133,62,8.961389854841162
133,149,5.541335620570209
133,14,4.510795374582679
133,435,9.978269092744714
133,169,4.208607634076145
133,413,4.024077983434189
133,22,2.8636338726264086
133,285,2.551970021583935
133,79,5.330414653654884
133,64,1.8689159443531647
133,84,9.579287439227091
133,461,7.812793677203557
133,457,3.1869582207111806
133,309,3.279146150417805
133,364,5.7236035271724335
133,322,1.4192176372080205
133,499,4.116504927224526
133,224,8.772395515846341
133,111,7.800875959685189
133,294,3.9216745914969064
133,0,7.866285648564606
133,341,7.549398649028244
133,419,6.772420444713792
133,2,3.4895083874616915
133,150,6.501973007981061
133,164,4.030538761468754
133,295,6.014218736005918
133,266,9.947476914082465
133,248,7.15811490309469
133,329,3.7040346814765353
133,411,6.878434597955475
133,140,1.654810306035587
133,29,4.092068790435469
133,342,9.589568374488993
133,361,3.860463618643429
133,234,9.402167752009259
133,298,5.813614875725559
133,256,8.804042529469408
133,133,4.526292353135372
133,213,3.9942485375322527
133,399,2.8688022419760615
133,229,7.27559995626401
133,206,8.467199652368494
133,382,2.5601666608171607
133,82,9.225590632447336
133,360,3.3116106816708077
134,115,1.588390574200361
468,134,3.6250365210292586
134,204,3.0948372667075823
134,30,2.4436347531217635
134,124,4.631062883308511
134,37,1.7119657605389338
134,93,7.518078443396936
134,255,6.5957518672384605
134,208,7.089217647976852
134,286,2.9600989194780642
134,131,2.4780467034050098
134,376,6.671540248549374
134,289,7.504600012635244
134,173,3.3817352238923424
134,484,9.120333355859419
134,480,5.653078317225544
134,225,1.7309313720455015
134,53,7.908609105748141
134,291,1.3332769794969526
134,142,8.177929264773882
134,300,8.85146093063813
134,119,1.3339878046553277
134,285,9.912300961408743
134,240,9.64053589164014
134,465,4.1944966715469025
134,262,1.1961464307659497
134,214,1.2443454352848582
134,471,5.062823685571748
134,303,5.160003716360811
134,313,3.557597194381899
134,340,6.783370511412369
134,266,5.448453229900771
134,459,7.069507586274627
134,294,4.124295591530203
134,399,8.359756696909166
134,199,7.566305410933287
134,69,2.444248838301404
134,46,7.8940561301227525
134,146,6.772025124355599
134,55,3.8870404662838665
134,269,4.537590785456599
134,404,5.833209479573913
134,8,7.413647226590176
134,369,5.695534102869047
134,80,9.073200934278693
134,213,7.783766813212749
134,211,2.7901296716943222
134,494,2.5794341522859368
134,106,4.55547061874438
134,418,9.603326488071843
134,479,6.367002845802436
134,85,2.4528976168135017
134,50,4.81425801588947
134,42,9.02210373159529
134,228,2.0766015148868355
134,19,8.333789171366938
134,243,6.8589190088133805
134,474,5.0845229510018815
134,212,9.247698698984586
134,96,9.113370046678039
134,216,9.179910036320624
134,428,7.059113422778949
134,481,2.1026589278695123
134,127,8.2450004398626
134,229,9.885246655648517
134,156,2.789436792933193
134,355,9.381032918895269
134,271,6.455076765806251
134,380,9.300931300632394
134,306,3.383962014693852
134,447,6.846412036469586
134,112,9.641333713236623
134,221,4.7556973612845574
134,45,2.132748724590125
134,108,5.9590755201131165
134,414,1.956779163373415
134,22,6.1697538050552065
134,43,2.3004936269777008
134,423,4.264871062442186
134,232,3.7658280460912534
134,273,9.073437470999437
134,341,7.711425264547047
134,177,6.553566370615773
134,268,5.1512089070504326
134,57,1.1228477220954813
134,0,9.429381029962265
134,209,6.92367013247356
134,315,5.715189921766282
134,420,4.94120981962138
134,482,2.658903226427301
134,116,6.975057579725524
134,161,9.858435158656825
134,498,7.445413451787975
134,287,5.63880623159047
134,188,3.326324158190541
134,283,8.492213514406478
134,17,9.262757483718472
134,138,9.516447827224214
134,293,7.675891154515444
134,338,5.467343819911466
134,234,9.90523435143076
134,280,9.736289831115299
134,136,6.773485472199047
134,2,3.3054935348558767
134,257,6.326142982651113
134,114,1.2119832013821152
134,202,1.6476669013188738
134,282,1.4168287330214708
134,201,9.583739384502202
134,54,5.592607701167097
134,261,6.537537586019274
134,205,2.1742898189208537
134,149,8.746342368240526
134,304,2.866546852337967
134,451,1.1742883783513425
134,133,7.714590822060848
134,365,7.035025723445268
134,176,6.229911193666679
134,130,4.1572334733978895
134,90,6.641517396089932
134,437,2.311439091263684
134,342,9.41229131096918
134,394,8.855587239028889
134,123,5.812424506293738
134,252,4.312185160797414
134,181,9.050129443386787
134,41,4.933280440965499
134,375,5.3798410933748935
134,460,1.9170594921574415
134,368,8.591058551770832
134,72,4.142876213320291
134,295,3.609244484248169
134,270,7.881794951688566
134,366,5.272443976364827
134,66,9.266982589453455
134,145,1.4521076274379245
134,486,5.433077703920397
134,40,4.909674979309866
134,370,2.9639386764971603
134,343,3.411946450975299
134,483,2.422990229585478
134,448,1.535121611817643
134,439,1.8532335700290954
134,169,7.562731161005818
134,38,7.1763351334187355
134,32,9.03155421082357
134,187,1.1871316284257651
134,115,4.36751047043088
134,79,3.85161180814929
134,122,5.780608493569275
134,9,1.4782492626640842
134,158,9.95419336442064
135,227,4.133294246710047
197,135,7.617657910473612
135,233,8.18668369898814
135,440,8.829602039027261
135,345,8.219548421988488
135,155,5.064729203176231
135,139,8.615531390000228
135,27,3.6960365798921577
135,122,2.1129253480574017
135,248,6.084211179146581
135,375,6.689939546641228
135,58,1.2434909536646137
135,187,4.7461282484671905
135,468,6.513671182143423
135,50,5.614987335301924
135,494,2.1961672517155364
135,258,6.620179021580174
135,447,7.763920306053849
135,235,6.015384130116212
135,213,4.896359015829747
135,25,9.845106647237138
135,489,5.518019375560228
135,250,1.80130355578892
135,303,3.023749287020987
135,498,3.8108121099827144
135,189,7.823736637466052
135,177,9.591129888430423
135,157,9.85224694022417
135,334,2.483349325483206
135,341,3.1054382243735335
135,216,7.368314091646121
135,431,6.8320931254875505
135,32,5.6207232452607085
135,180,3.9564720975813565
135,279,7.4943683546488415
135,16,1.9543513845017615
135,473,3.9127500622274156
135,296,3.9287598635444674
135,350,2.801782707561772
135,33,4.059412797506189
135,40,7.76243225920634
135,453,4.903062533215594
135,222,5.513312960750679
135,402,2.7526603306216804
135,146,9.815474778559519
135,389,6.6417084037776934
135,311,9.362636867953412
135,376,9.014663095961716
135,104,4.67293156583768
135,0,2.00258188891464
135,349,5.719061122774869
135,466,2.8678781874215984
135,401,1.7709933773439506
135,269,7.477882073707251
135,154,7.683653630892097
135,144,1.7624018982941156
135,110,7.370560207026246
135,148,6.515170313823485
135,474,4.090072857839421
135,174,4.625119119564298
135,335,2.4969681374347927
135,361,7.349658666820502
135,109,4.7341112213737215
135,380,6.698200410414447
135,86,9.757027359383667
135,51,7.427350565813154
135,118,2.7243854614119227
135,249,9.566445873593638
135,442,3.519323765709474
135,259,5.147693111266217
135,161,1.3218469537821274
135,242,8.552541908265487
135,212,6.418884527694933
135,480,2.2279118142886682
135,392,9.581944852937253
135,299,4.415354964750878
135,151,6.9441965410372255
135,461,1.1012754752617968
135,152,7.38913175921631
135,278,6.954191953586269
135,282,9.15350726649131
135,499,8.000289564292892
135,340,6.726493571941021
135,163,7.516425271845772
135,492,9.683528870215824
135,168,9.35199630895652
135,60,6.46060146502744
135,95,5.528425046752039
135,365,1.4873096671056638
135,366,9.769800562176382
135,70,7.801467454494261
135,286,3.876907406195685
135,325,2.459892786843003
135,243,8.796987563207356
135,302,7.982318751546867
135,359,1.7138237233648306
135,219,4.132938178556724
135,436,6.964217747186154
135,99,9.939512414134395
135,304,2.2460260761587696
135,12,3.717866485170693
135,240,9.33063231512678
135,372,1.1751561210043469
135,448,9.19479633397759
135,98,4.972306650118781
135,231,1.7266437595147908
135,198,1.3817029348868242
135,429,9.386060334759588
135,458,4.428827155198688
135,274,2.9999605807602245
135,199,4.6753031328272305
135,61,4.448181576688096
135,137,3.721837409731386
135,200,5.15942059259158
135,483,2.0851779260062893
135,407,3.1497961608085925
135,106,2.8739973224627238
135,351,8.634766789993847
135,149,6.120487652706073
135,457,3.153632879770857
135,214,8.534474910484047
135,422,5.501863620399107
135,479,2.4717283290316434
135,23,7.685756679081219
135,72,3.4013992868028753
135,197,9.479262398590759
135,309,2.1958712046921676
135,133,9.360045358476684
135,394,7.828873769806645
135,276,7.245999839190395
135,421,5.528370911248298
135,284,8.304931674402512
135,94,3.8192863789503444
135,301,3.2366827282799755
135,337,7.855741440176884
135,175,7.682492475966711
135,373,8.899453201001513
135,355,8.860056912108302
135,268,8.971590338502509
135,211,3.7239491336630963
135,438,5.974782049039312
135,39,1.6373569777289663
135,8,6.571014926391792
135,79,1.8495177059769055
135,143,4.35264520642911
135,41,6.527803402350004
135,78,6.990514062777382
135,451,7.826354782452793
135,264,6.361843628931315
135,471,3.8742063439482513
135,485,1.3072840376026318
135,478,4.086190416976157
136,297,2.8771806229203207
410,136,6.250718386039494
136,23,4.515258831430814
136,153,1.6708986556186134
136,26,5.764404651262196
136,413,2.128927241687684
136,183,7.423056002528177
136,135,8.580999699811796
136,438,6.173103377258547
136,144,6.258337541123358
136,434,7.140869535789788
136,272,3.2068935706920945
136,284,3.711154716578557
136,0,6.223182799501625
136,49,5.7381089568577375
136,446,2.4515858453145567
136,375,8.65334771960857
136,62,8.043323480139811
136,90,8.919319658527764
136,117,6.455874363022734
136,385,7.73220641544696
136,246,2.819173196916626
136,433,7.561738501095822
136,405,8.662672084836053
136,311,2.7240742619625955
136,262,6.961771351758224
136,100,6.365223492268968
136,456,4.386925514948878
136,310,4.50591401688093
136,278,3.8150425841549738
136,199,2.8067201034907687
136,93,4.7173243209609375
136,232,2.100752541253301
136,146,2.230181647930963
136,44,2.686775304024654
136,430,1.2559157525181486
136,258,4.6755065026339855
136,119,6.9045293485561405
136,224,6.241164030767113
136,263,7.352936179144111
136,66,3.0114174750346887
136,265,9.010507708406482
136,390,1.6743541208262767
136,273,3.04267657031982
136,302,1.7533347446167866
136,14,5.005448765634583
136,255,8.954471805305522
136,289,7.330216008491171
136,16,2.420780216097963
136,449,4.040609742690354
136,227,1.7574343247023243
136,318,7.958577231400094
136,68,2.1596409220452593
136,493,1.1764497606104878
136,428,3.4025342844405264
136,288,3.8964775818898216
136,173,1.351380295266625
136,457,7.973484356591311
136,409,1.7487257523305288
136,354,9.80649064653821
136,1,4.384661802609889
136,373,6.4960097709408835
136,337,4.907478786888188
136,41,8.026782302734334
136,98,7.548955849368812
136,400,5.358515632380406
136,72,5.380557615258278
136,408,1.3334501314390987
136,412,4.22032785508598
136,157,8.21565813818281
136,189,8.380931539138807
136,171,1.2874415833375745
136,18,2.7881132460735785
136,306,4.158898246767362
136,304,9.907171788324389
136,46,8.103445996061474
136,162,5.765029860405694
136,347,1.1509604423075634
136,248,2.7805473232362257
136,275,7.941645725313154
136,276,1.6194678839036094
136,180,8.355114795484495
136,335,7.54980018471904
136,85,1.605962540215554
136,432,2.573560588083505
136,81,2.750366670559159
136,496,2.0406050237540314
136,423,9.933790631171401
136,221,4.600147672432689
136,270,9.163925432672432
136,240,7.481405484775028
136,191,4.496690164612359
136,444,7.7774072909581315
136,343,8.18591512319182
136,349,8.43967823284207
136,468,8.913144271358325
136,396,8.843910232206818
136,69,7.11826365698859
136,38,1.9956180154330778
136,264,6.649752912055386
136,491,4.511737427990637
136,411,4.0162248854945926
136,243,8.158324321593573
136,261,8.0329254250276
136,403,6.349871149397962
136,159,1.054432433616635
136,209,3.2164056513175048
136,372,7.716568816335341
136,205,2.027831556512356
136,425,9.31975991025832
136,234,3.515886201795088
136,492,5.740075016712032
136,469,8.786632524814541
136,363,7.489022562155497
136,99,5.453386268618766
136,350,5.4832389038109435
136,417,7.584336594903548
136,114,6.956282322451971
136,351,4.9166608531447675
136,386,6.799452855527307
136,196,9.598812916615792
136,220,1.9671938150324761
136,260,6.761196838812614
136,37,2.686653512024147
136,402,4.329548685983506
136,268,6.9355359936132865
136,42,8.33079957571539
136,142,7.247649600827378
